销售日期,分类编码,分类名称,净销量,售出量,销售额,打折销量,正常销量,售出记录数,退货记录数,在售单品数,均价,平均损耗率
2021-12-01,1011010504,辣椒类,24.119,24.119,244.92479999999998,0.439,23.68,77,0,7,10.154848874331439,9.24
2021-12-01,1011010801,食用菌,24.864,24.864,92.757,0.0,24.864,33,0,4,3.7305743243243246,9.45
2021-12-02,1011010101,花叶类,58.359,58.359,309.54200000000003,0.0,58.359,130,0,15,5.304100481502425,12.83
2021-12-02,1011010201,花菜类,18.262999999999998,18.262999999999998,182.63,0.0,18.262999999999998,42,0,1,10.0,15.51
2021-12-02,1011010402,水生根茎类,25.404,25.404,174.34,0.0,25.404,41,0,3,6.862698787592505,13.65
2021-12-02,1011010501,茄类,4.474,4.474,48.58,0.0,4.474,10,0,3,10.858292355833704,6.68
2021-12-02,1011010504,辣椒类,22.703,22.703,243.638,0.0,22.703,83,0,7,10.731533277540414,9.24
2021-12-02,1011010801,食用菌,20.085,20.085,92.01,0.0,20.085,38,0,4,4.5810306198655715,9.45
2021-12-03,1011010101,花叶类,73.847,73.847,394.2322,0.0,73.847,159,0,15,5.338499871355641,12.83
2021-12-03,1011010201,花菜类,20.739,20.739,248.868,0.0,20.739,42,0,1,12.0,15.51
2021-12-03,1011010402,水生根茎类,18.925,18.925,117.278,0.0,18.925,29,0,3,6.196988110964333,13.65
2021-12-03,1011010501,茄类,5.683,5.683,60.126,0.0,5.683,13,0,2,10.579975365124055,6.68
2021-12-03,1011010504,辣椒类,25.931,25.931,277.7492,0.0,25.931,91,0,7,10.711087115807333,9.24
2021-12-03,1011010801,食用菌,54.498,54.498,453.18,0.0,54.498,138,0,4,8.315534515028075,9.45
2021-12-04,1011010101,花叶类,93.905,93.905,571.4062,0.0,93.905,220,0,13,6.084939034130238,12.83
2021-12-04,1011010201,花菜类,22.865000000000002,22.865000000000002,320.11,0.0,22.865000000000002,46,0,1,14.0,15.51
2021-12-04,1011010402,水生根茎类,62.259,62.259,373.554,0.0,62.259,88,0,2,5.999999999999999,13.65
2021-12-04,1011010501,茄类,9.205,9.205,98.28,0.0,9.205,24,0,3,10.67680608365019,6.68
2021-12-04,1011010504,辣椒类,36.36,36.36,422.1508,0.0,36.36,132,0,7,11.61030803080308,9.24
2021-12-04,1011010801,食用菌,92.69500000000001,92.69500000000001,723.915,0.179,92.516,225,0,4,7.809644533146339,9.45
2021-12-05,1011010101,花叶类,115.184,115.184,678.942,0.0,115.184,269,0,14,5.894412418391443,12.83
2021-12-05,1011010201,花菜类,25.795,25.795,361.13,0.0,25.795,52,0,1,13.999999999999998,15.51
2021-12-05,1011010402,水生根茎类,50.994,50.994,305.964,0.0,50.994,64,0,2,6.0,13.65
2021-12-05,1011010501,茄类,10.65,10.65,116.658,0.0,10.65,23,0,3,10.953802816901408,6.68
2021-12-05,1011010504,辣椒类,37.123,37.123,440.752,0.0,37.123,133,0,8,11.872747353392777,9.24
2021-12-05,1011010801,食用菌,100.244,100.244,726.938,0.0,100.244,203,0,4,7.251685886437094,9.45
2021-12-06,1011010101,花叶类,64.231,64.231,434.3848,1.5750000000000002,62.656,156,0,13,6.7628528280736715,12.83
2021-12-06,1011010201,花菜类,14.424,14.424,173.088,0.0,14.424,31,0,1,12.0,15.51
2021-12-06,1011010402,水生根茎类,12.844,12.844,88.33000000000001,0.0,12.844,21,0,2,6.877141077545937,13.65
2021-12-06,1011010501,茄类,8.862,8.862,83.86,5.942,2.92,20,0,3,9.462875197472354,6.68
2021-12-06,1011010504,辣椒类,37.461,37.461,433.7952,0.0,37.461,113,0,7,11.579915111716186,9.24
2021-12-06,1011010801,食用菌,45.511,45.511,301.80899999999997,0.0,45.511,91,0,4,6.631561600492188,9.45
2021-12-07,1011010101,花叶类,63.263,63.263,396.13280000000003,0.0,63.263,158,0,14,6.261682183898962,12.83
2021-12-07,1011010201,花菜类,16.639,16.639,199.668,0.0,16.639,40,0,1,12.0,15.51
2021-12-07,1011010402,水生根茎类,31.831,31.831,216.893,0.0,31.831,52,0,2,6.8138921177468506,13.65
2021-12-07,1011010501,茄类,6.648000000000001,6.648000000000001,70.562,2.911,3.737,17,0,4,10.61401925391095,6.68
2021-12-07,1011010504,辣椒类,29.638,29.638,351.3888,0.0,29.638,109,0,7,11.856022673594708,9.24
2021-12-07,1011010801,食用菌,36.621,36.621,319.695,0.0,36.621,99,0,3,8.729827148357499,9.45
2021-12-08,1011010101,花叶类,70.377,70.377,414.1696,0.0,70.377,152,0,15,5.885013569774216,12.83
2021-12-08,1011010201,花菜类,15.059000000000001,15.059000000000001,210.826,0.0,15.059000000000001,32,0,1,13.999999999999998,15.51
2021-12-08,1011010402,水生根茎类,25.319,25.319,174.43,0.0,25.319,32,0,2,6.889292626091079,13.65
2021-12-08,1011010501,茄类,7.96,7.96,75.074,4.629,3.331,17,0,3,9.43140703517588,6.68
2021-12-08,1011010504,辣椒类,24.71,24.71,282.617,0.0,24.71,88,0,7,11.437353298259815,9.24
2021-12-08,1011010801,食用菌,48.246,48.246,328.736,2.0,46.246,99,0,5,6.813746217302988,9.45
2021-12-09,1011010101,花叶类,57.675,57.675,328.8956,0.0,57.675,139,0,14,5.702567837017773,12.83
2021-12-09,1011010201,花菜类,12.175,12.175,170.45,0.0,12.175,24,0,1,13.999999999999998,15.51
2021-12-09,1011010402,水生根茎类,25.262,25.262,171.414,0.0,25.262,39,0,2,6.785448499722904,13.65
2021-12-09,1011010501,茄类,7.2540000000000004,7.2540000000000004,71.316,5.04,2.214,16,0,2,9.831265508684863,6.68
2021-12-09,1011010504,辣椒类,24.153,24.153,287.4368,0.0,24.153,87,0,7,11.900666583861218,9.24
2021-12-09,1011010801,食用菌,42.728,42.728,345.482,1.0,41.728,104,0,5,8.085611308743681,9.45
2021-12-10,1011010101,花叶类,68.296,68.296,387.6958,0.0,68.296,166,0,14,5.676698488930537,12.83
2021-12-10,1011010201,花菜类,14.231,14.231,199.234,0.0,14.231,33,0,1,14.0,15.51
2021-12-10,1011010402,水生根茎类,32.792,32.792,225.92,0.0,32.792,50,0,2,6.889485240302512,13.65
2021-12-10,1011010501,茄类,8.928,8.928,77.9,6.626,2.302,23,0,3,8.725358422939069,6.68
2021-12-10,1011010504,辣椒类,26.56,26.56,277.56,0.0,26.56,92,0,9,10.450301204819278,9.24
2021-12-10,1011010801,食用菌,55.263,55.263,435.138,0.0,55.263,118,0,4,7.873948211280603,9.45
2021-12-11,1011010101,花叶类,141.287,141.287,837.066,0.0,141.287,336,0,15,5.924579048320086,12.83
2021-12-11,1011010201,花菜类,30.45,30.45,426.3,0.0,30.45,67,0,1,14.0,15.51
2021-12-11,1011010402,水生根茎类,124.24,124.24,669.496,38.358,85.882,186,0,2,5.388731487443658,13.65
2021-12-11,1011010501,茄类,10.714,10.714,114.906,0.0,10.714,23,0,3,10.724845995893224,6.68
2021-12-11,1011010504,辣椒类,43.575,43.575,461.86,0.0,43.575,151,0,8,10.599196787148594,9.24
2021-12-11,1011010801,食用菌,121.635,121.635,876.344,0.0,121.635,257,0,4,7.2047025938257905,9.45
2021-12-12,1011010101,花叶类,116.349,116.349,699.8226,0.0,116.349,279,0,15,6.014857024985173,12.83
2021-12-12,1011010201,花菜类,15.656,15.656,219.184,0.0,15.656,37,0,1,14.0,15.51
2021-12-12,1011010402,水生根茎类,61.198,61.198,358.56,4.314,56.884,84,0,2,5.859015000490212,13.65
2021-12-12,1011010501,茄类,10.426,10.426,108.898,0.0,10.426,26,0,4,10.444849414924228,6.68
2021-12-12,1011010504,辣椒类,43.444,43.444,484.652,0.0,43.444,138,0,7,11.155786759966853,9.24
2021-12-12,1011010801,食用菌,80.302,80.302,670.008,0.0,80.302,165,0,5,8.343602899056064,9.45
2021-12-13,1011010101,花叶类,61.915,61.915,340.7078,0.0,61.915,147,0,13,5.502831300977147,12.83
2021-12-13,1011010201,花菜类,27.925,27.925,298.064,0.0,27.925,50,0,2,10.673733213965981,15.51
2021-12-13,1011010402,水生根茎类,21.832,21.832,130.59,0.201,21.631,32,0,2,5.981586661780872,13.65
2021-12-13,1011010501,茄类,1.537,1.537,17.46,0.0,1.537,4,0,2,11.359791802212102,6.68
2021-12-13,1011010504,辣椒类,33.333,33.333,310.385,0.0,33.333,96,0,8,9.311643116431165,9.24
2021-12-13,1011010801,食用菌,92.884,92.884,421.356,48.0,44.884,139,0,4,4.536367942810387,9.45
2021-12-14,1011010101,花叶类,66.116,66.116,391.4882,0.0,66.116,149,0,13,5.921232379454293,12.83
2021-12-14,1011010201,花菜类,13.141,13.141,183.974,0.0,13.141,30,0,1,14.0,15.51
2021-12-14,1011010402,水生根茎类,33.175,33.175,190.726,4.162,29.013,49,0,2,5.749088168801809,13.65
2021-12-14,1011010501,茄类,5.4719999999999995,5.4719999999999995,59.52,0.0,5.4719999999999995,14,0,4,10.877192982456142,6.68
2021-12-14,1011010504,辣椒类,30.287,30.287,328.813,0.0,30.287,89,0,9,10.856572126655001,9.24
2021-12-14,1011010801,食用菌,103.516,103.516,481.832,66.0,37.516,150,0,4,4.654662081224158,9.45
2021-12-15,1011010101,花叶类,101.666,101.666,505.6702,18.0,83.666,188,0,15,4.973837861231877,12.83
2021-12-15,1011010201,花菜类,18.179,18.179,218.148,0.0,18.179,34,0,1,12.0,15.51
2021-12-15,1011010402,水生根茎类,2.6020000000000003,2.6020000000000003,11.382000000000001,2.115,0.487,5,0,1,4.374327440430438,13.65
2021-12-15,1011010501,茄类,6.299,6.299,66.534,0.0,6.299,15,0,4,10.56262898872837,6.68
2021-12-15,1011010504,辣椒类,29.243,29.243,277.034,0.0,29.243,86,0,8,9.473515029237767,9.24
2021-12-15,1011010801,食用菌,65.028,64.376,425.376,28.0,36.376,132,0,4,6.607679880700881,9.45
2021-12-16,1011010101,花叶类,99.125,99.125,420.44440000000003,13.597,85.528,177,0,20,4.24155762925599,12.83
2021-12-16,1011010201,花菜类,25.768,25.768,206.144,0.0,25.768,46,0,1,8.0,15.51
2021-12-16,1011010402,水生根茎类,39.569,39.569,237.41400000000002,0.0,39.569,54,0,2,6.0,13.65
2021-12-16,1011010501,茄类,4.506,4.506,47.468,0.0,4.506,11,0,4,10.53439857967155,6.68
2021-12-16,1011010504,辣椒类,33.832,33.832,329.4836,0.0,33.832,102,0,8,9.738815322771341,9.24
2021-12-16,1011010801,食用菌,51.856,51.856,438.312,0.0,51.856,124,0,4,8.452483801295896,9.45
2021-12-17,1011010101,花叶类,97.582,97.582,459.1418,5.018,92.564,179,0,20,4.705189481666701,12.83
2021-12-17,1011010201,花菜类,34.299,34.299,274.392,0.0,34.299,72,0,1,8.0,15.51
2021-12-17,1011010402,水生根茎类,40.153999999999996,40.153999999999996,240.924,0.0,40.153999999999996,59,0,2,6.000000000000001,13.65
2021-12-17,1011010501,茄类,10.173,10.173,111.22800000000001,0.0,10.173,20,0,3,10.933647891477442,6.68
2021-12-17,1011010504,辣椒类,34.228,34.228,346.7518,0.0,34.228,103,0,8,10.130647423162323,9.24
2021-12-17,1011010801,食用菌,69.729,69.729,504.218,0.0,69.729,145,0,4,7.231109007729926,9.45
2021-12-18,1011010101,花叶类,109.389,109.389,524.7852,3.801,105.588,249,0,14,4.797422044264049,12.83
2021-12-18,1011010201,花菜类,42.242,42.242,337.936,0.0,42.242,89,0,1,8.0,15.51
2021-12-18,1011010402,水生根茎类,70.551,70.551,380.264,0.0,70.551,96,0,3,5.389916514294624,13.65
2021-12-18,1011010501,茄类,11.996,11.996,137.496,0.0,11.996,27,0,3,11.461820606868956,6.68
2021-12-18,1011010504,辣椒类,59.298,59.298,541.3784,0.0,59.298,171,0,8,9.129791898546326,9.24
2021-12-18,1011010801,食用菌,114.017,114.017,790.5600000000001,0.0,114.017,223,0,4,6.933702868870433,9.45
2021-12-19,1011010101,花叶类,147.891,147.891,669.8892,5.724,142.167,295,0,15,4.529614378156886,12.83
2021-12-19,1011010201,花菜类,51.133,51.133,409.064,0.0,51.133,108,0,1,8.0,15.51
2021-12-19,1011010402,水生根茎类,67.19,67.19,376.9652,11.897,55.293,103,0,2,5.610436076797142,13.65
2021-12-19,1011010501,茄类,9.451,9.451,105.486,0.0,9.451,23,0,3,11.161358586392975,6.68
2021-12-19,1011010504,辣椒类,52.980000000000004,52.980000000000004,432.88520000000005,0.0,52.980000000000004,151,0,6,8.170728576821443,9.24
2021-12-19,1011010801,食用菌,118.836,118.836,602.258,5.0,113.836,211,0,4,5.0679760341983915,9.45
2021-12-20,1011010101,花叶类,82.83200000000001,82.83200000000001,343.534,1.0,81.83200000000001,172,0,15,4.147358508788874,12.83
2021-12-20,1011010201,花菜类,26.659,25.78,206.24,0.0,25.78,53,0,1,8.0,15.51
2021-12-20,1011010402,水生根茎类,38.283,38.283,222.863,0.0,38.283,55,0,2,5.8214612229971525,13.65
2021-12-20,1011010501,茄类,6.115,6.115,66.738,0.0,6.115,15,0,3,10.913818479149631,6.68
2021-12-20,1011010504,辣椒类,50.948,50.948,478.5836,0.0,50.948,140,0,9,9.393569914422548,9.24
2021-12-20,1011010801,食用菌,60.872,60.872,390.216,0.0,60.872,128,0,4,6.410435011170982,9.45
2021-12-21,1011010101,花叶类,71.006,71.006,293.738,0.0,71.006,153,0,13,4.13680534039377,12.83
2021-12-21,1011010201,花菜类,18.202,18.202,145.616,0.0,18.202,36,0,1,8.0,15.51
2021-12-21,1011010402,水生根茎类,48.369,48.369,289.045,0.0,48.369,59,0,2,5.975831627695425,13.65
2021-12-21,1011010501,茄类,6.431,6.431,72.882,0.0,6.431,17,0,4,11.332918675167159,6.68
2021-12-21,1011010504,辣椒类,31.633,31.633,295.0144,0.0,31.633,89,0,9,9.326159390509911,9.24
2021-12-21,1011010801,食用菌,54.261,54.261,457.436,0.0,54.261,126,0,4,8.430290632314184,9.45
2021-12-22,1011010101,花叶类,75.729,75.729,346.277,5.833,69.896,156,0,14,4.572581177620198,12.83
2021-12-22,1011010201,花菜类,14.458,14.458,115.664,0.0,14.458,31,0,1,8.0,15.51
2021-12-22,1011010402,水生根茎类,31.469,31.469,184.378,0.0,31.469,38,0,2,5.859035876576948,13.65
2021-12-22,1011010501,茄类,4.455,4.455,52.614000000000004,1.084,3.371,13,0,2,11.810101010101011,6.68
2021-12-22,1011010504,辣椒类,22.57,22.57,219.5764,0.0,22.57,77,0,7,9.728684093929996,9.24
2021-12-22,1011010801,食用菌,50.263,50.263,351.966,4.0,46.263,110,0,4,7.002486918807075,9.45
2021-12-23,1011010101,花叶类,91.213,91.213,411.1322,2.0,89.213,183,0,16,4.50738600857334,12.83
2021-12-23,1011010201,花菜类,24.073,24.073,191.174,0.0,24.073,47,0,2,7.941428156025423,15.51
2021-12-23,1011010402,水生根茎类,30.021,30.021,180.126,0.0,30.021,43,0,2,6.0,13.65
2021-12-23,1011010501,茄类,6.563,6.563,62.928,3.473,3.09,14,0,3,9.588298034435471,6.68
2021-12-23,1011010504,辣椒类,33.503,33.503,317.8904,0.0,33.503,99,0,9,9.488415962749604,9.24
2021-12-23,1011010801,食用菌,47.43,47.43,424.635,3.0,44.43,114,0,4,8.952877925363694,9.45
2021-12-24,1011010101,花叶类,120.944,120.944,474.8304,9.0,111.944,200,0,21,3.9260351898399257,12.83
2021-12-24,1011010201,花菜类,30.134999999999998,30.134999999999998,271.215,0.0,30.134999999999998,58,0,1,9.0,15.51
2021-12-24,1011010402,水生根茎类,35.441,35.441,212.64600000000002,0.0,35.441,41,0,1,6.0,13.65
2021-12-24,1011010501,茄类,8.624,8.624,75.776,6.536,2.088,20,0,3,8.786641929499071,6.68
2021-12-24,1011010504,辣椒类,52.243,52.243,478.48,0.0,52.243,147,0,9,9.158738969814138,9.24
2021-12-24,1011010801,食用菌,63.86,63.472,530.189,0.0,63.472,150,0,4,8.353116334761785,9.45
2021-12-25,1011010101,花叶类,180.787,180.787,800.295,2.0,178.787,337,0,23,4.426728691775404,12.83
2021-12-25,1011010201,花菜类,33.162,33.162,298.458,0.0,33.162,74,0,1,9.000000000000002,15.51
2021-12-25,1011010402,水生根茎类,66.839,66.839,401.034,0.0,66.839,101,0,2,6.0,13.65
2021-12-25,1011010501,茄类,13.596,13.596,127.318,8.677,4.919,31,0,3,9.364371874080613,6.68
2021-12-25,1011010504,辣椒类,65.339,65.339,616.0354,0.0,65.339,163,0,9,9.42829550498171,9.24
2021-12-25,1011010801,食用菌,137.522,137.522,1078.604,52.916000000000004,84.606,290,0,4,7.843137825220693,9.45
2021-12-26,1011010101,花叶类,210.116,209.712,926.96,1.0,208.712,422,0,21,4.420157167925536,12.83
2021-12-26,1011010201,花菜类,28.498,28.498,256.482,0.0,28.498,54,0,1,9.0,15.51
2021-12-26,1011010402,水生根茎类,95.584,95.584,573.504,0.0,95.584,125,0,2,6.0,13.65
2021-12-26,1011010501,茄类,9.123,9.123,105.474,0.0,9.123,22,0,2,11.561328510358436,6.68
2021-12-26,1011010504,辣椒类,65.124,64.634,574.9942,0.0,64.634,179,0,8,8.896156821487143,9.24
2021-12-26,1011010801,食用菌,92.322,92.322,832.728,8.757,83.565,210,0,4,9.019821927601221,9.45
2021-12-27,1011010101,花叶类,82.705,82.705,324.002,12.0,70.705,145,0,20,3.917562420651714,12.83
2021-12-27,1011010201,花菜类,15.213,15.213,136.917,0.0,15.213,36,0,1,9.0,15.51
2021-12-27,1011010402,水生根茎类,42.155,42.155,252.93,0.0,42.155,58,0,2,6.0,13.65
2021-12-27,1011010501,茄类,5.35,5.35,60.724000000000004,0.0,5.35,12,0,2,11.350280373831778,6.68
2021-12-27,1011010504,辣椒类,37.586,37.586,309.6388,0.0,37.586,93,0,7,8.238141861331346,9.24
2021-12-27,1011010801,食用菌,41.642,39.642,211.686,7.552,32.09,72,0,4,5.339942485242924,9.45
2021-12-28,1011010101,花叶类,86.043,86.043,351.1462,5.0,81.043,152,0,22,4.081054821426496,12.83
2021-12-28,1011010201,花菜类,24.145,24.145,217.305,0.0,24.145,48,0,1,9.0,15.51
2021-12-28,1011010402,水生根茎类,35.054,35.054,210.324,0.0,35.054,53,0,2,6.0,13.65
2021-12-28,1011010501,茄类,5.317,5.317,54.708,0.0,5.317,15,0,3,10.289260861388,6.68
2021-12-28,1011010504,辣椒类,42.784,42.784,384.4406,5.67,37.114,114,0,8,8.985616118175018,9.24
2021-12-28,1011010801,食用菌,39.004,39.004,148.186,6.873,32.131,51,0,3,3.799251358834992,9.45
2021-12-29,1011010101,花叶类,68.165,68.165,309.248,1.0,67.165,161,0,16,4.536756399911978,12.83
2021-12-29,1011010201,花菜类,24.749,24.749,197.992,0.0,24.749,44,0,1,8.0,15.51
2021-12-29,1011010402,水生根茎类,34.882,34.882,209.292,0.0,34.882,49,0,2,6.0,13.65
2021-12-29,1011010501,茄类,3.0269999999999997,3.0269999999999997,29.114,0.0,3.0269999999999997,7,0,2,9.618103733069047,6.68
2021-12-29,1011010504,辣椒类,35.3,35.3,306.3432,5.896,29.404,101,0,8,8.678277620396601,9.24
2021-12-29,1011010801,食用菌,28.395,28.395,144.388,3.744,24.651,35,0,7,5.084979749955979,9.45
2021-12-30,1011010101,花叶类,84.271,84.271,324.496,8.0,76.271,154,0,21,3.850624770086981,12.83
2021-12-30,1011010201,花菜类,17.651,17.651,141.208,0.0,17.651,35,0,1,8.0,15.51
2021-12-30,1011010402,水生根茎类,37.37,37.37,224.22,0.0,37.37,52,0,2,6.0,13.65
2021-12-30,1011010501,茄类,11.272,11.272,118.172,0.0,11.272,23,0,3,10.483676366217175,6.68
2021-12-30,1011010504,辣椒类,35.101,35.101,305.4254,4.65,30.451,89,0,7,8.701330446426029,9.24
2021-12-30,1011010801,食用菌,31.745,31.745,154.774,4.443,27.302,37,0,7,4.875539455032288,9.45
2021-12-31,1011010101,花叶类,125.701,125.701,561.5304,3.0,122.701,232,0,23,4.467191191796406,12.83
2021-12-31,1011010201,花菜类,69.793,69.793,395.916,0.0,69.793,114,0,2,5.6727178943447045,15.51
2021-12-31,1011010402,水生根茎类,60.713,60.713,364.278,0.0,60.713,81,0,2,6.0,13.65
2021-12-31,1011010501,茄类,12.997,12.997,134.936,0.0,12.997,28,0,3,10.382088174194045,6.68
2021-12-31,1011010504,辣椒类,67.114,66.714,616.9598,0.0,66.714,165,0,8,9.247831039961627,9.24
2021-12-31,1011010801,食用菌,88.954,88.954,759.3539999999999,4.0,84.954,181,0,7,8.536479528745193,9.45
2022-01-01,1011010101,花叶类,138.402,138.402,600.517,15.0,123.402,255,0,20,4.338932963396483,12.83
2022-01-01,1011010201,花菜类,38.272,38.272,306.176,0.0,38.272,61,0,1,8.0,15.51
2022-01-01,1011010402,水生根茎类,82.658,82.658,495.948,0.0,82.658,88,0,2,6.0,13.65
2022-01-01,1011010501,茄类,18.428,18.428,190.12800000000001,0.0,18.428,39,0,3,10.317343173431734,6.68
2022-01-01,1011010504,辣椒类,57.833,57.833,521.5504,0.0,57.833,146,0,9,9.018214514204692,9.24
2022-01-01,1011010801,食用菌,90.656,90.656,759.684,0.0,90.656,201,0,4,8.379853512177903,9.45
2022-01-02,1011010101,花叶类,111.03,110.543,445.4858,20.0,90.543,208,0,22,4.029977474828799,12.83
2022-01-02,1011010201,花菜类,26.605,26.605,212.84,0.0,26.605,46,0,1,8.0,15.51
2022-01-02,1011010402,水生根茎类,27.438,27.438,164.62800000000001,0.0,27.438,41,0,2,6.000000000000001,13.65
2022-01-02,1011010501,茄类,13.349,13.349,134.054,0.0,13.349,25,0,3,10.042250355831898,6.68
2022-01-02,1011010504,辣椒类,45.97,45.828,428.7554,0.0,45.828,128,0,9,9.355751942044165,9.24
2022-01-02,1011010801,食用菌,59.918,59.918,286.034,0.0,59.918,79,0,7,4.773757468540339,9.45
2022-01-03,1011010101,花叶类,90.081,90.081,378.9412,11.0,79.081,159,0,20,4.206671773181914,12.83
2022-01-03,1011010201,花菜类,38.027,38.027,228.162,0.0,38.027,70,0,1,6.0,15.51
2022-01-03,1011010402,水生根茎类,59.009,59.009,354.054,0.0,59.009,67,0,2,5.999999999999999,13.65
2022-01-03,1011010501,茄类,12.782,12.782,131.342,0.0,12.782,28,0,3,10.27554373337506,6.68
2022-01-03,1011010504,辣椒类,81.754,81.754,638.0602,0.0,81.754,192,0,9,7.8046358587958995,9.24
2022-01-03,1011010801,食用菌,59.045,59.045,495.81,2.0,57.045,138,0,5,8.39715471250741,9.45
2022-01-04,1011010101,花叶类,70.388,70.388,286.0908,10.0,60.388,125,0,20,4.064482582258339,12.83
2022-01-04,1011010201,花菜类,45.257,45.257,271.542,0.0,45.257,86,0,1,6.0,15.51
2022-01-04,1011010402,水生根茎类,46.598,46.598,279.58799999999997,0.0,46.598,58,0,2,5.999999999999999,13.65
2022-01-04,1011010501,茄类,8.174,8.174,80.444,0.0,8.174,18,0,3,9.841448495228775,6.68
2022-01-04,1011010504,辣椒类,58.207,58.207,441.1794,0.0,58.207,128,0,9,7.579490439294243,9.24
2022-01-04,1011010801,食用菌,63.48,63.48,528.222,3.0,60.48,142,0,5,8.321077504725897,9.45
2022-01-05,1011010101,花叶类,65.654,65.654,262.4934,3.0,62.654,120,0,20,3.9981326347214186,12.83
2022-01-05,1011010201,花菜类,39.688,39.688,238.128,0.0,39.688,84,0,1,5.999999999999999,15.51
2022-01-05,1011010402,水生根茎类,34.15,34.15,204.9,0.0,34.15,52,0,2,6.0,13.65
2022-01-05,1011010501,茄类,9.827,9.827,102.402,0.0,9.827,23,0,2,10.420474203724433,6.68
2022-01-05,1011010504,辣椒类,66.638,66.638,499.04040000000003,0.0,66.638,153,0,8,7.488826195263964,9.24
2022-01-05,1011010801,食用菌,40.437,40.437,353.706,5.0,35.437,95,0,8,8.74708806291268,9.45
2022-01-06,1011010101,花叶类,60.316,60.316,231.144,1.0,59.316,103,0,19,3.8322169905166126,12.83
2022-01-06,1011010201,花菜类,35.897,35.897,215.382,0.0,35.897,71,0,1,6.0,15.51
2022-01-06,1011010402,水生根茎类,34.198,34.198,205.188,0.0,34.198,48,0,2,6.0,13.65
2022-01-06,1011010501,茄类,7.001,7.001,78.092,0.0,7.001,14,0,3,11.154406513355234,6.68
2022-01-06,1011010504,辣椒类,66.856,66.856,508.576,0.0,66.856,140,0,8,7.607036017709706,9.24
2022-01-06,1011010801,食用菌,44.393,44.278,343.304,3.0,41.278,98,0,5,7.753376394597768,9.45
2022-01-07,1011010101,花叶类,90.664,90.664,357.384,2.0,88.664,168,0,22,3.9418512309185565,12.83
2022-01-07,1011010201,花菜类,31.834,31.834,254.672,0.0,31.834,66,0,1,8.0,15.51
2022-01-07,1011010402,水生根茎类,46.045,46.045,276.27,0.0,46.045,66,0,2,5.999999999999999,13.65
2022-01-07,1011010501,茄类,16.284,16.284,178.166,0.0,16.284,36,0,4,10.941169245885533,6.68
2022-01-07,1011010504,辣椒类,49.32,49.32,464.467,0.0,49.32,124,0,9,9.417416869424168,9.24
2022-01-07,1011010801,食用菌,78.764,78.764,673.948,9.0,69.764,183,0,5,8.556548677060587,9.45
2022-01-08,1011010101,花叶类,130.766,130.766,513.2044,1.0,129.766,233,0,21,3.924601196029549,12.83
2022-01-08,1011010201,花菜类,43.284,43.284,346.272,0.0,43.284,88,0,1,8.0,15.51
2022-01-08,1011010402,水生根茎类,60.006,60.006,360.036,0.0,60.006,83,0,2,6.0,13.65
2022-01-08,1011010501,茄类,14.224,14.224,152.986,0.0,14.224,31,0,4,10.755483689538806,6.68
2022-01-08,1011010504,辣椒类,80.046,80.046,738.5088000000001,0.0,80.046,196,0,10,9.226055018364441,9.24
2022-01-08,1011010801,食用菌,112.412,112.412,922.816,0.0,112.412,262,0,5,8.209230331281358,9.45
2022-01-09,1011010101,花叶类,147.528,147.528,569.5886,7.0,140.528,258,0,19,3.860884713410336,12.83
2022-01-09,1011010201,花菜类,114.262,114.262,684.512,0.0,114.262,211,0,2,5.99072307503807,15.51
2022-01-09,1011010402,水生根茎类,59.741,59.741,393.546,0.0,59.741,79,0,3,6.587536197921025,13.65
2022-01-09,1011010501,茄类,11.879,11.879,131.102,0.0,11.879,26,0,4,11.036450879703679,6.68
2022-01-09,1011010504,辣椒类,81.556,81.556,719.5474,0.0,81.556,205,0,10,8.822740203050666,9.24
2022-01-09,1011010801,食用菌,84.804,84.804,751.564,3.0,81.804,205,0,7,8.86236498278383,9.45
2022-01-10,1011010101,花叶类,76.365,76.365,281.7392,4.0,72.365,137,0,20,3.6893760230472075,12.83
2022-01-10,1011010201,花菜类,35.175,35.175,211.05,0.0,35.175,63,0,1,6.000000000000001,15.51
2022-01-10,1011010402,水生根茎类,56.153,56.153,364.11,0.0,56.153,75,0,4,6.484248392784001,13.65
2022-01-10,1011010501,茄类,8.581999999999999,8.581999999999999,92.157,0.0,8.581999999999999,22,0,3,10.738405965975298,6.68
2022-01-10,1011010504,辣椒类,57.481,57.481,537.8312,0.0,57.481,139,0,8,9.356677858770723,9.24
2022-01-10,1011010801,食用菌,46.232,46.232,417.8,0.0,46.232,122,0,3,9.037030628136357,9.45
2022-01-11,1011010101,花叶类,86.15,86.15,322.407,6.0,80.15,158,0,21,3.7423911781775967,12.83
2022-01-11,1011010201,花菜类,54.466,54.466,326.796,0.0,54.466,92,0,1,6.0,15.51
2022-01-11,1011010402,水生根茎类,29.824,29.824,201.688,0.0,29.824,41,0,4,6.762607296137339,13.65
2022-01-11,1011010501,茄类,10.573,10.573,106.534,0.0,10.573,26,0,4,10.076042750401967,6.68
2022-01-11,1011010504,辣椒类,81.87,81.87,674.9308,0.0,81.87,184,0,8,8.243933064614632,9.24
2022-01-11,1011010801,食用菌,33.489,33.489,240.61599999999999,3.0,30.489,69,0,6,7.184926393741229,9.45
2022-01-12,1011010101,花叶类,85.232,85.232,322.03,11.0,74.232,147,0,20,3.7782757649709025,12.83
