销售日期,分类编码,分类名称,净销量,趋势,季节,残差
2021-12-02,1011010501,茄类,4.474,7.067,-2.5,-0.093
2021-12-03,1011010501,茄类,5.683,7.258,-0.553,-1.022
2021-12-04,1011010501,茄类,9.205,7.508,2.763,-1.066
2021-12-05,1011010501,茄类,10.65,7.738,3.13,-0.218
2021-12-06,1011010501,茄类,8.862,7.94,-1.322,2.245
2021-12-07,1011010501,茄类,6.648,8.122,-1.381,-0.093
2021-12-08,1011010501,茄类,7.96,8.204,-1.008,0.764
2021-12-09,1011010501,茄类,7.254,8.162,-2.068,1.159
2021-12-10,1011010501,茄类,8.928,8.031,0.459,0.438
2021-12-11,1011010501,茄类,10.714,7.842,3.368,-0.496
2021-12-12,1011010501,茄类,10.426,7.666,2.368,0.393
2021-12-13,1011010501,茄类,1.537,7.534,-1.819,-4.178
2021-12-14,1011010501,茄类,5.472,7.427,-1.614,-0.341
2021-12-15,1011010501,茄类,6.299,7.383,-1.947,0.862
2021-12-16,1011010501,茄类,4.506,7.437,-1.491,-1.44
2021-12-17,1011010501,茄类,10.173,7.554,1.314,1.305
2021-12-18,1011010501,茄类,11.996,7.679,4.396,-0.079
2021-12-19,1011010501,茄类,9.451,7.757,1.987,-0.293
2021-12-20,1011010501,茄类,6.115,7.779,-2.247,0.583
2021-12-21,1011010501,茄类,6.431,7.784,-2.315,0.962
2021-12-22,1011010501,茄类,4.455,7.78,-2.928,-0.397
2021-12-23,1011010501,茄类,6.563,7.749,-0.932,-0.254
2021-12-24,1011010501,茄类,8.624,7.72,2.042,-1.138
2021-12-25,1011010501,茄类,13.596,7.772,5.023,0.801
2021-12-26,1011010501,茄类,9.123,7.972,1.461,-0.31
2021-12-27,1011010501,茄类,5.35,8.364,-1.986,-1.028
2021-12-28,1011010501,茄类,5.317,8.914,-2.741,-0.855
2021-12-29,1011010501,茄类,3.027,9.551,-3.224,-3.3
2021-12-30,1011010501,茄类,11.272,10.175,-0.425,1.521
2021-12-31,1011010501,茄类,12.997,10.764,2.742,-0.509
2022-01-01,1011010501,茄类,18.428,11.326,4.26,2.842
2022-01-02,1011010501,茄类,13.349,11.796,1.107,0.447
2022-01-03,1011010501,茄类,12.782,12.098,-2.031,2.715
2022-01-04,1011010501,茄类,8.174,12.215,-3.13,-0.912
2022-01-05,1011010501,茄类,9.827,12.182,-2.717,0.362
2022-01-06,1011010501,茄类,7.001,12.097,0.682,-5.778
2022-01-07,1011010501,茄类,16.284,11.988,3.241,1.055
2022-01-08,1011010501,茄类,14.224,11.9,2.5,-0.176
2022-01-09,1011010501,茄类,11.879,11.838,0.964,-0.923
2022-01-10,1011010501,茄类,8.582,11.785,-2.159,-1.044
2022-01-11,1011010501,茄类,10.573,11.784,-3.509,2.298
2022-01-12,1011010501,茄类,10.637,11.886,-1.495,0.245
2022-01-13,1011010501,茄类,12.889,12.024,1.734,-0.868
2022-01-14,1011010501,茄类,6.196,12.234,3.504,-9.542
2022-01-15,1011010501,茄类,9.146,12.695,0.409,-3.959
2022-01-16,1011010501,茄类,14.67,13.456,0.647,0.568
2022-01-17,1011010501,茄类,10.665,14.426,-2.509,-1.252
2022-01-18,1011010501,茄类,8.478,15.63,-3.524,-3.628
2022-01-19,1011010501,茄类,4.206,17.176,-1.038,-11.932
2022-01-20,1011010501,茄类,22.912,19.003,4.214,-0.305
2022-01-21,1011010501,茄类,23.798,20.938,3.035,-0.175
2022-01-22,1011010501,茄类,22.592,22.976,-0.93,0.546
2022-01-23,1011010501,茄类,25.009,25.204,0.358,-0.553
2022-01-24,1011010501,茄类,25.579,27.49,-1.8,-0.111
2022-01-25,1011010501,茄类,26.834,29.764,-2.109,-0.821
2022-01-26,1011010501,茄类,31.875,32.113,-1.028,0.79
2022-01-27,1011010501,茄类,21.963,32.523,1.456,-12.016
2022-01-28,1011010501,茄类,54.803,31.121,1.336,22.346
2022-01-29,1011010501,茄类,86.85,31.121,0.312,55.418
2022-01-30,1011010501,茄类,88.028,31.409,1.015,55.605
2022-01-31,1011010501,茄类,0.0,31.616,-0.595,-31.021
2022-02-01,1011010501,茄类,18.86,31.674,-0.609,-12.205
2022-02-02,1011010501,茄类,29.266,31.357,-2.11,0.018
2022-02-03,1011010501,茄类,51.215,30.326,0.657,20.232
2022-02-04,1011010501,茄类,49.812,29.264,-0.137,20.684
2022-02-05,1011010501,茄类,43.637,28.068,1.564,14.005
2022-02-06,1011010501,茄类,38.299,26.785,1.824,9.69
2022-02-07,1011010501,茄类,25.718,25.518,0.062,0.138
2022-02-08,1011010501,茄类,28.361,24.176,0.71,3.474
2022-02-09,1011010501,茄类,17.827,22.413,-3.488,-1.098
2022-02-10,1011010501,茄类,18.122,20.625,-0.932,-1.571
2022-02-11,1011010501,茄类,16.356,19.021,-2.113,-0.552
2022-02-12,1011010501,茄类,19.233,17.752,2.165,-0.684
2022-02-13,1011010501,茄类,18.593,16.798,2.948,-1.153
2022-02-14,1011010501,茄类,22.165,16.096,0.095,5.974
2022-02-15,1011010501,茄类,13.33,15.61,1.165,-3.445
2022-02-16,1011010501,茄类,8.002,15.225,-4.602,-2.62
2022-02-17,1011010501,茄类,16.258,14.939,-1.074,2.393
2022-02-18,1011010501,茄类,13.181,14.826,-1.438,-0.207
2022-02-19,1011010501,茄类,19.604,14.874,4.707,0.023
2022-02-20,1011010501,茄类,19.499,14.992,3.345,1.162
2022-02-21,1011010501,茄类,12.819,15.093,-0.62,-1.654
2022-02-22,1011010501,茄类,14.993,15.103,-0.628,0.519
2022-02-23,1011010501,茄类,10.987,15.069,-5.231,1.148
2022-02-24,1011010501,茄类,11.295,15.045,-1.217,-2.533
2022-02-25,1011010501,茄类,15.162,15.002,-1.341,1.502
2022-02-26,1011010501,茄类,22.413,14.949,6.55,0.914
2022-02-27,1011010501,茄类,17.194,14.838,4.006,-1.65
2022-02-28,1011010501,茄类,14.358,14.633,-1.374,1.099
2022-03-01,1011010501,茄类,13.075,14.416,-1.828,0.487
2022-03-02,1011010501,茄类,8.61,14.226,-5.07,-0.546
2022-03-03,1011010501,茄类,14.025,14.023,-1.82,1.822
2022-03-04,1011010501,茄类,9.297,13.815,-0.949,-3.569
2022-03-05,1011010501,茄类,14.836,13.607,7.831,-6.603
2022-03-06,1011010501,茄类,19.161,13.463,4.164,1.534
2022-03-07,1011010501,茄类,11.448,13.46,-1.984,-0.028
2022-03-08,1011010501,茄类,9.594,13.593,-2.816,-1.183
2022-03-09,1011010501,茄类,8.401,13.846,-4.488,-0.957
2022-03-10,1011010501,茄类,10.189,14.18,-1.944,-2.046
2022-03-11,1011010501,茄类,15.262,14.509,-1.03,1.783
2022-03-12,1011010501,茄类,24.795,14.896,8.186,1.712
2022-03-13,1011010501,茄类,19.47,15.38,4.595,-0.505
2022-03-14,1011010501,茄类,12.678,15.886,-2.366,-0.843
2022-03-15,1011010501,茄类,12.816,16.309,-3.608,0.115
2022-03-16,1011010501,茄类,12.564,16.631,-3.4,-0.667
2022-03-17,1011010501,茄类,15.834,16.929,-2.547,1.452
2022-03-18,1011010501,茄类,16.346,17.315,-0.947,-0.023
2022-03-19,1011010501,茄类,26.011,17.728,7.508,0.775
2022-03-20,1011010501,茄类,21.443,18.045,5.246,-1.849
2022-03-21,1011010501,茄类,25.338,18.242,-1.805,8.902
2022-03-22,1011010501,茄类,21.947,18.387,-3.827,7.387
2022-03-23,1011010501,茄类,17.569,18.467,-2.444,1.546
2022-03-24,1011010501,茄类,16.036,18.548,-3.42,0.908
2022-03-25,1011010501,茄类,17.128,18.614,-1.594,0.108
2022-03-26,1011010501,茄类,23.286,18.5,6.516,-1.73
2022-03-27,1011010501,茄类,26.977,18.245,5.483,3.249
2022-03-28,1011010501,茄类,15.998,18.032,-0.137,-1.897
2022-03-29,1011010501,茄类,13.184,17.906,-3.618,-1.103
2022-03-30,1011010501,茄类,17.223,17.914,-2.28,1.589
2022-03-31,1011010501,茄类,10.145,18.005,-3.728,-4.131
2022-04-01,1011010501,茄类,16.697,18.048,-3.153,1.802
2022-04-02,1011010501,茄类,18.016,18.043,6.542,-6.569
2022-04-03,1011010501,茄类,23.887,18.05,6.069,-0.232
2022-04-04,1011010501,茄类,23.387,18.095,0.5,4.793
2022-04-05,1011010501,茄类,15.356,18.154,-3.47,0.672
2022-04-06,1011010501,茄类,11.695,18.247,-2.477,-4.075
2022-04-07,1011010501,茄类,14.479,18.468,-3.692,-0.298
2022-04-08,1011010501,茄类,12.371,18.973,-3.96,-2.642
2022-04-09,1011010501,茄类,27.258,19.62,6.828,0.811
2022-04-10,1011010501,茄类,24.485,20.295,6.588,-2.399
2022-04-11,1011010501,茄类,10.687,21.026,0.592,-10.931
2022-04-12,1011010501,茄类,20.041,21.786,-4.215,2.47
2022-04-13,1011010501,茄类,20.903,22.489,-2.925,1.339
2022-04-14,1011010501,茄类,21.356,23.087,-3.284,1.553
2022-04-15,1011010501,茄类,17.358,23.45,-3.654,-2.438
2022-04-16,1011010501,茄类,32.118,23.473,7.115,1.531
2022-04-17,1011010501,茄类,32.008,23.217,7.283,1.508
2022-04-18,1011010501,茄类,23.28,22.861,0.079,0.339
2022-04-19,1011010501,茄类,16.985,22.484,-6.246,0.747
2022-04-20,1011010501,茄类,18.031,22.25,-2.234,-1.985
2022-04-21,1011010501,茄类,11.668,22.232,-2.847,-7.717
2022-04-22,1011010501,茄类,20.471,22.366,-1.44,-0.455
2022-04-23,1011010501,茄类,25.194,22.568,7.367,-4.74
2022-04-24,1011010501,茄类,13.679,22.873,8.292,-17.486
2022-04-25,1011010501,茄类,20.592,23.349,-2.759,0.002
2022-04-26,1011010501,茄类,14.113,24.053,-8.689,-1.251
2022-04-27,1011010501,茄类,24.953,24.883,-2.87,2.94
2022-04-28,1011010501,茄类,21.918,25.743,-2.59,-1.235
2022-04-29,1011010501,茄类,29.707,26.503,2.311,0.893
2022-04-30,1011010501,茄类,35.229,27.038,7.443,0.748
2022-05-01,1011010501,茄类,36.606,27.408,9.568,-0.37
2022-05-02,1011010501,茄类,47.127,27.513,-4.469,24.083
2022-05-03,1011010501,茄类,42.378,27.411,-8.85,23.817
2022-05-04,1011010501,茄类,44.495,27.22,-4.411,21.687
2022-05-05,1011010501,茄类,26.05,26.907,-2.788,1.931
2022-05-06,1011010501,茄类,32.15,26.592,1.631,3.927
2022-05-07,1011010501,茄类,34.564,26.118,9.082,-0.636
2022-05-08,1011010501,茄类,33.433,25.321,11.543,-3.431
2022-05-09,1011010501,茄类,34.866,24.679,-5.792,15.979
2022-05-10,1011010501,茄类,13.224,24.582,-8.325,-3.033
2022-05-11,1011010501,茄类,15.419,24.741,-5.903,-3.419
2022-05-12,1011010501,茄类,22.173,24.977,-2.934,0.13
2022-05-13,1011010501,茄类,45.528,25.45,-0.354,20.432
2022-05-14,1011010501,茄类,51.014,26.242,11.172,13.599
2022-05-15,1011010501,茄类,43.627,27.046,15.587,0.994
2022-05-16,1011010501,茄类,19.412,27.718,-7.878,-0.428
2022-05-17,1011010501,茄类,23.194,28.247,-7.833,2.78
2022-05-18,1011010501,茄类,21.794,28.668,-7.8,0.926
2022-05-19,1011010501,茄类,21.799,29.066,-2.099,-5.168
2022-05-20,1011010501,茄类,22.675,29.404,-2.305,-4.424
2022-05-21,1011010501,茄类,43.426,29.649,11.71,2.067
2022-05-22,1011010501,茄类,29.841,29.85,13.746,-13.755
2022-05-23,1011010501,茄类,26.0,30.101,-5.274,1.173
2022-05-24,1011010501,茄类,29.285,30.469,-8.273,7.089
2022-05-25,1011010501,茄类,22.563,30.702,-7.66,-0.479
2022-05-26,1011010501,茄类,29.903,30.604,-1.306,0.605
2022-05-27,1011010501,茄类,27.341,30.316,-3.183,0.209
2022-05-28,1011010501,茄类,54.447,30.015,11.889,12.543
2022-05-29,1011010501,茄类,55.666,29.76,13.077,12.829
2022-05-30,1011010501,茄类,25.618,29.596,-4.45,0.472
2022-05-31,1011010501,茄类,18.11,29.517,-9.148,-2.259
2022-06-01,1011010501,茄类,21.105,29.475,-7.461,-0.909
2022-06-02,1011010501,茄类,34.716,29.665,-0.599,5.65
2022-06-03,1011010501,茄类,59.95,30.171,-1.104,30.883
2022-06-04,1011010501,茄类,39.752,30.845,10.862,-1.954
2022-06-05,1011010501,茄类,42.328,31.586,11.303,-0.561
2022-06-06,1011010501,茄类,37.312,32.411,-4.364,9.265
2022-06-07,1011010501,茄类,23.212,33.36,-9.69,-0.458
2022-06-08,1011010501,茄类,27.37,34.429,-6.966,-0.092
2022-06-09,1011010501,茄类,35.271,35.455,-0.388,0.204
2022-06-10,1011010501,茄类,38.776,36.352,-0.274,2.698
2022-06-11,1011010501,茄类,48.32,37.022,11.032,0.266
2022-06-12,1011010501,茄类,49.505,37.447,9.794,2.264
2022-06-13,1011010501,茄类,33.306,37.683,-4.683,0.306
2022-06-14,1011010501,茄类,29.762,37.609,-7.527,-0.32
2022-06-15,1011010501,茄类,33.776,37.183,-6.68,3.274
2022-06-16,1011010501,茄类,35.463,36.507,-0.837,-0.207
2022-06-17,1011010501,茄类,36.326,35.677,-0.586,1.235
2022-06-18,1011010501,茄类,48.562,34.703,10.47,3.389
2022-06-19,1011010501,茄类,40.858,33.557,8.617,-1.316
2022-06-20,1011010501,茄类,27.416,32.25,-4.299,-0.535
2022-06-21,1011010501,茄类,27.152,30.952,-4.895,1.095
2022-06-22,1011010501,茄类,22.451,29.746,-6.752,-0.543
2022-06-23,1011010501,茄类,17.152,28.568,-0.981,-10.435
2022-06-24,1011010501,茄类,22.836,27.475,-2.952,-1.686
2022-06-25,1011010501,茄类,28.57,26.529,9.872,-7.831
2022-06-26,1011010501,茄类,33.783,25.62,7.534,0.629
2022-06-27,1011010501,茄类,21.427,24.685,-2.855,-0.402
2022-06-28,1011010501,茄类,13.137,23.848,-2.178,-8.533
2022-06-29,1011010501,茄类,26.758,23.08,-6.554,10.231
2022-06-30,1011010501,茄类,21.969,22.277,-1.071,0.764
2022-07-01,1011010501,茄类,17.165,21.382,-4.719,0.502
2022-07-02,1011010501,茄类,27.475,20.443,8.54,-1.508
2022-07-03,1011010501,茄类,42.368,19.455,6.772,16.141
2022-07-04,1011010501,茄类,17.802,18.512,-2.551,1.841
2022-07-05,1011010501,茄类,17.524,17.748,0.266,-0.49
2022-07-06,1011010501,茄类,9.038,17.129,-5.777,-2.314
2022-07-07,1011010501,茄类,14.602,16.73,-1.1,-1.029
2022-07-08,1011010501,茄类,7.971,16.537,-4.956,-3.61
2022-07-09,1011010501,茄类,26.107,16.403,6.132,3.572
2022-07-10,1011010501,茄类,21.797,16.285,6.024,-0.512
2022-07-11,1011010501,茄类,30.141,16.246,-2.418,16.313
2022-07-12,1011010501,茄类,19.218,16.273,1.711,1.234
2022-07-13,1011010501,茄类,12.755,16.265,-4.35,0.84
2022-07-14,1011010501,茄类,14.374,16.235,-0.837,-1.024
2022-07-15,1011010501,茄类,11.364,16.283,-4.314,-0.605
2022-07-16,1011010501,茄类,18.431,16.493,3.846,-1.907
2022-07-17,1011010501,茄类,21.934,16.81,5.124,0.0
2022-07-18,1011010501,茄类,11.582,17.185,-2.345,-3.258
2022-07-19,1011010501,茄类,20.509,17.646,1.473,1.389
2022-07-20,1011010501,茄类,17.192,18.146,-2.765,1.811
2022-07-21,1011010501,茄类,18.296,18.519,-0.015,-0.209
2022-07-22,1011010501,茄类,16.449,18.717,-3.225,0.957
2022-07-23,1011010501,茄类,20.601,18.786,1.153,0.662
2022-07-24,1011010501,茄类,10.549,18.72,5.399,-13.57
2022-07-25,1011010501,茄类,17.972,18.478,-1.909,1.403
2022-07-26,1011010501,茄类,18.262,18.099,0.566,-0.403
2022-07-27,1011010501,茄类,14.402,17.619,-1.773,-1.444
2022-07-28,1011010501,茄类,22.58,17.077,-0.059,5.562
2022-07-29,1011010501,茄类,15.616,16.669,-2.708,1.655
2022-07-30,1011010501,茄类,13.837,16.467,-0.887,-1.743
2022-07-31,1011010501,茄类,19.875,16.356,6.373,-2.854
2022-08-01,1011010501,茄类,29.243,16.283,-0.105,13.065
2022-08-02,1011010501,茄类,14.101,16.271,-0.633,-1.537
2022-08-03,1011010501,茄类,15.585,16.36,-1.416,0.641
2022-08-04,1011010501,茄类,17.149,16.622,-1.167,1.694
2022-08-05,1011010501,茄类,13.432,17.033,-3.274,-0.327
2022-08-06,1011010501,茄类,15.462,17.399,-1.233,-0.703
2022-08-07,1011010501,茄类,26.316,17.646,8.227,0.443
2022-08-08,1011010501,茄类,18.528,17.864,0.814,-0.15
2022-08-09,1011010501,茄类,17.542,18.205,-1.693,1.031
2022-08-10,1011010501,茄类,17.255,18.742,-1.08,-0.407
2022-08-11,1011010501,茄类,13.387,19.307,-2.463,-3.457
2022-08-12,1011010501,茄类,15.139,19.796,-4.064,-0.593
2022-08-13,1011010501,茄类,28.498,20.258,-0.372,8.612
2022-08-14,1011010501,茄类,32.987,20.689,10.241,2.058
2022-08-15,1011010501,茄类,24.222,20.905,0.478,2.839
2022-08-16,1011010501,茄类,18.14,20.819,-2.427,-0.252
2022-08-17,1011010501,茄类,20.658,20.307,-1.005,1.357
2022-08-18,1011010501,茄类,26.979,19.6,-3.241,10.62
2022-08-19,1011010501,茄类,89.616,18.801,-4.737,75.552
2022-08-20,1011010501,茄类,18.641,18.027,1.192,-0.578
2022-08-21,1011010501,茄类,19.233,17.285,10.298,-8.35
2022-08-22,1011010501,茄类,14.33,16.571,-0.256,-1.986
2022-08-23,1011010501,茄类,13.572,16.061,-2.901,0.412
2022-08-24,1011010501,茄类,14.23,15.914,-0.312,-1.372
2022-08-25,1011010501,茄类,12.514,15.782,-3.291,0.023
2022-08-26,1011010501,茄类,11.488,15.57,-5.028,0.946
2022-08-27,1011010501,茄类,19.554,15.256,2.605,1.693
2022-08-28,1011010501,茄类,25.88,14.823,9.19,1.866
2022-08-29,1011010501,茄类,13.378,14.374,-1.198,0.202
2022-08-30,1011010501,茄类,7.934,13.931,-2.564,-3.433
2022-08-31,1011010501,茄类,3.304,13.461,0.032,-10.188
2022-09-01,1011010501,茄类,11.464,12.994,-2.007,0.478
2022-09-02,1011010501,茄类,4.884,12.576,-4.442,-3.25
2022-09-03,1011010501,茄类,15.738,12.219,2.45,1.069
2022-09-04,1011010501,茄类,18.362,11.913,6.696,-0.247
2022-09-05,1011010501,茄类,10.812,11.5,-1.471,0.783
2022-09-06,1011010501,茄类,11.684,10.765,-1.996,2.915
2022-09-07,1011010501,茄类,12.388,9.727,0.317,2.344
2022-09-08,1011010501,茄类,7.918,8.491,-1.033,0.459
2022-09-09,1011010501,茄类,4.65,7.139,-2.947,0.458
2022-09-10,1011010501,茄类,0.491,5.759,1.708,-6.976
2022-09-11,1011010501,茄类,6.927,4.396,3.483,-0.952
2022-09-12,1011010501,茄类,0.0,3.106,-1.088,-2.018
2022-09-13,1011010501,茄类,0.0,1.975,-0.937,-1.038
2022-09-14,1011010501,茄类,0.0,1.099,0.616,-1.715
2022-09-15,1011010501,茄类,0.0,0.554,-0.404,-0.149
2022-09-16,1011010501,茄类,0.0,0.282,-1.327,1.045
2022-09-17,1011010501,茄类,0.0,0.136,0.657,-0.793
2022-09-18,1011010501,茄类,0.0,0.067,1.411,-1.478
2022-09-19,1011010501,茄类,0.0,0.032,-0.706,0.675
2022-09-20,1011010501,茄类,0.0,0.003,-0.329,0.326
2022-09-21,1011010501,茄类,0.0,-0.017,0.113,-0.096
2022-09-22,1011010501,茄类,0.0,-0.008,-0.055,0.063
2022-09-23,1011010501,茄类,0.0,0.022,-0.185,0.163
2022-09-24,1011010501,茄类,0.0,0.032,0.05,-0.082
2022-09-25,1011010501,茄类,0.0,0.019,0.379,-0.398
2022-09-26,1011010501,茄类,0.0,0.009,-0.166,0.157
2022-09-27,1011010501,茄类,0.0,0.005,-0.081,0.076
2022-09-28,1011010501,茄类,0.0,-0.003,-0.027,0.03
2022-09-29,1011010501,茄类,0.0,-0.013,-0.047,0.06
2022-09-30,1011010501,茄类,0.0,-0.018,-0.083,0.102
2022-10-01,1011010501,茄类,0.0,-0.016,0.094,-0.078
2022-10-02,1011010501,茄类,0.0,-0.008,-0.012,0.02
2022-10-03,1011010501,茄类,0.0,-0.001,0.22,-0.219
2022-10-04,1011010501,茄类,0.0,0.003,0.26,-0.263
2022-10-05,1011010501,茄类,0.0,0.001,-0.091,0.089
2022-10-06,1011010501,茄类,0.0,-0.001,-0.259,0.26
2022-10-07,1011010501,茄类,0.0,0.016,-0.548,0.532
2022-10-08,1011010501,茄类,0.0,0.056,0.605,-0.661
2022-10-09,1011010501,茄类,0.0,0.094,-0.291,0.198
2022-10-10,1011010501,茄类,0.0,0.131,0.152,-0.284
2022-10-11,1011010501,茄类,0.0,0.263,0.335,-0.598
2022-10-12,1011010501,茄类,0.0,0.646,-0.53,-0.116
2022-10-13,1011010501,茄类,0.0,1.273,-0.91,-0.363
2022-10-14,1011010501,茄类,0.0,2.037,0.432,-2.469
2022-10-15,1011010501,茄类,12.033,2.855,1.505,7.673
2022-10-16,1011010501,茄类,2.55,3.655,0.341,-1.445
2022-10-17,1011010501,茄类,5.762,4.335,-0.604,2.031
2022-10-18,1011010501,茄类,7.187,4.93,-0.266,2.524
2022-10-19,1011010501,茄类,13.004,5.341,-1.576,9.239
2022-10-20,1011010501,茄类,4.701,5.588,-1.719,0.833
2022-10-21,1011010501,茄类,38.486,5.725,2.303,30.458
2022-10-22,1011010501,茄类,7.952,5.784,2.63,-0.462
2022-10-23,1011010501,茄类,14.581,5.734,0.757,8.09
2022-10-24,1011010501,茄类,3.223,5.71,-1.387,-1.1
2022-10-25,1011010501,茄类,4.156,5.863,-0.918,-0.789
2022-10-26,1011010501,茄类,4.56,6.091,-2.602,1.071
2022-10-27,1011010501,茄类,2.299,6.28,-1.711,-2.271
2022-10-28,1011010501,茄类,11.885,6.318,2.827,2.74
2022-10-29,1011010501,茄类,11.396,6.252,3.778,1.366
2022-10-30,1011010501,茄类,10.805,6.142,1.011,3.652
2022-10-31,1011010501,茄类,3.319,5.979,-2.067,-0.593
2022-11-01,1011010501,茄类,3.305,5.74,-1.513,-0.922
2022-11-02,1011010501,茄类,0.0,5.462,-3.424,-2.038
2022-11-03,1011010501,茄类,4.012,5.182,-1.204,0.034
2022-11-04,1011010501,茄类,0.0,5.018,3.284,-8.302
2022-11-05,1011010501,茄类,9.816,5.029,4.196,0.591
2022-11-06,1011010501,茄类,4.647,5.183,1.161,-1.697
2022-11-07,1011010501,茄类,3.256,5.396,-2.093,-0.047
2022-11-08,1011010501,茄类,3.86,5.633,-1.517,-0.257
2022-11-09,1011010501,茄类,2.871,5.896,-3.419,0.394
2022-11-10,1011010501,茄类,6.897,6.201,0.06,0.635
2022-11-11,1011010501,茄类,7.801,6.475,1.318,0.008
2022-11-12,1011010501,茄类,10.572,6.686,4.383,-0.497
2022-11-13,1011010501,茄类,7.366,6.821,0.033,0.512
2022-11-14,1011010501,茄类,5.605,6.889,-1.865,0.581
2022-11-15,1011010501,茄类,7.266,6.868,-1.205,1.603
2022-11-16,1011010501,茄类,2.568,6.699,-2.438,-1.693
2022-11-17,1011010501,茄类,8.038,6.538,0.868,0.632
2022-11-18,1011010501,茄类,17.923,6.674,0.607,10.643
2022-11-19,1011010501,茄类,35.948,6.816,3.749,25.383
2022-11-20,1011010501,茄类,0.252,6.882,-0.24,-6.39
2022-11-21,1011010501,茄类,55.692,6.884,-1.848,50.656
2022-11-22,1011010501,茄类,4.816,6.908,-0.877,-1.216
2022-11-23,1011010501,茄类,8.243,6.955,-1.495,2.783
2022-11-24,1011010501,茄类,8.455,6.665,0.898,0.892
2022-11-25,1011010501,茄类,16.927,6.061,0.223,10.642
2022-11-26,1011010501,茄类,9.864,5.28,3.018,1.566
2022-11-27,1011010501,茄类,4.146,4.392,-0.335,0.089
2022-11-28,1011010501,茄类,1.04,3.441,-1.84,-0.56
2022-11-29,1011010501,茄类,1.778,2.494,-0.734,0.017
2022-11-30,1011010501,茄类,0.0,1.734,-0.691,-1.043
2022-12-01,1011010501,茄类,0.0,1.179,0.889,-2.067
2022-12-02,1011010501,茄类,0.0,0.853,-0.258,-0.596
2022-12-03,1011010501,茄类,0.0,0.941,2.609,-3.55
2022-12-04,1011010501,茄类,1.168,1.324,-0.208,0.052
2022-12-05,1011010501,茄类,0.0,1.767,-1.644,-0.124
2022-12-06,1011010501,茄类,7.977,2.238,-0.947,6.685
2022-12-07,1011010501,茄类,11.597,2.754,-0.442,9.285
2022-12-08,1011010501,茄类,4.524,3.319,0.538,0.667
2022-12-09,1011010501,茄类,4.422,3.913,-0.45,0.959
2022-12-10,1011010501,茄类,6.572,4.466,2.446,-0.34
2022-12-11,1011010501,茄类,3.629,5.004,-0.009,-1.366
2022-12-12,1011010501,茄类,3.379,5.612,-0.395,-1.839
2022-12-13,1011010501,茄类,5.316,6.341,-1.311,0.286
2022-12-14,1011010501,茄类,6.973,7.107,-0.291,0.156
2022-12-15,1011010501,茄类,8.607,7.83,-0.069,0.847
2022-12-16,1011010501,茄类,6.839,8.503,-0.606,-1.058
2022-12-17,1011010501,茄类,16.786,9.018,2.179,5.589
2022-12-18,1011010501,茄类,12.025,9.369,-0.099,2.755
2022-12-19,1011010501,茄类,11.56,9.599,1.311,0.651
2022-12-20,1011010501,茄类,6.731,9.696,-1.878,-1.087
2022-12-21,1011010501,茄类,17.74,9.654,-0.222,8.308
2022-12-22,1011010501,茄类,8.883,9.478,-0.954,0.359
2022-12-23,1011010501,茄类,8.921,9.224,-0.812,0.509
2022-12-24,1011010501,茄类,11.582,8.966,2.12,0.495
2022-12-25,1011010501,茄类,5.742,8.695,0.891,-3.844
2022-12-26,1011010501,茄类,12.022,8.317,2.077,1.628
2022-12-27,1011010501,茄类,6.541,7.845,-2.147,0.843
2022-12-28,1011010501,茄类,8.167,7.371,-0.783,1.579
2022-12-29,1011010501,茄类,3.656,6.94,-1.828,-1.457
2022-12-30,1011010501,茄类,6.173,6.592,-0.7,0.281
2022-12-31,1011010501,茄类,5.574,6.379,1.841,-2.647
2023-01-01,1011010501,茄类,7.926,6.271,1.964,-0.309
2023-01-02,1011010501,茄类,17.834,6.333,2.071,9.429
2023-01-03,1011010501,茄类,3.617,6.619,-1.735,-1.267
2023-01-04,1011010501,茄类,3.929,7.088,-1.535,-1.623
2023-01-05,1011010501,茄类,5.835,7.686,-2.793,0.942
2023-01-06,1011010501,茄类,6.648,8.42,-0.54,-1.233
2023-01-07,1011010501,茄类,11.499,9.221,2.028,0.251
2023-01-08,1011010501,茄类,15.154,10.064,3.001,2.089
2023-01-09,1011010501,茄类,11.607,10.936,1.239,-0.567
2023-01-10,1011010501,茄类,9.913,11.91,-1.494,-0.504
2023-01-11,1011010501,茄类,9.782,13.101,-3.399,0.079
2023-01-12,1011010501,茄类,9.159,14.473,-1.604,-3.71
2023-01-13,1011010501,茄类,15.213,15.927,0.314,-1.029
2023-01-14,1011010501,茄类,31.542,17.532,3.237,10.774
2023-01-15,1011010501,茄类,21.246,19.366,2.855,-0.975
2023-01-16,1011010501,茄类,21.066,21.48,-0.39,-0.024
2023-01-17,1011010501,茄类,22.71,23.594,-1.718,0.834
2023-01-18,1011010501,茄类,41.459,24.865,-3.665,20.259
2023-01-19,1011010501,茄类,61.759,26.309,-0.691,36.141
2023-01-20,1011010501,茄类,75.97,27.811,0.973,47.186
2023-01-21,1011010501,茄类,0.0,29.179,4.317,-33.495
2023-01-22,1011010501,茄类,17.629,30.589,2.074,-15.034
2023-01-23,1011010501,茄类,31.043,32.632,-1.717,0.128
2023-01-24,1011010501,茄类,31.05,32.688,-2.056,0.418
2023-01-25,1011010501,茄类,38.923,31.231,-4.182,11.874
2023-01-26,1011010501,茄类,32.835,29.255,0.214,3.365
2023-01-27,1011010501,茄类,31.75,27.132,1.235,3.383
